	station_id	stationname	date	daytype	rides	newDates	season	school
271377	40350	UIC-Halsted	06/05/2013	W	3395	2013-06-05	Summer	On Break
861008	40350	UIC-Halsted	06/06/2013	W	3825	2013-06-06	Summer	On Break
767804	40350	UIC-Halsted	06/07/2013	W	3781	2013-06-07	Summer	On Break
555934	40350	UIC-Halsted	06/08/2013	A	2210	2013-06-08	Summer	On Break
747257	40350	UIC-Halsted	06/09/2013	U	1416	2013-06-09	Summer	On Break
522596	40350	UIC-Halsted	06/10/2013	W	3719	2013-06-10	Summer	On Break
336035	40350	UIC-Halsted	06/11/2013	W	3742	2013-06-11	Summer	On Break
977185	40350	UIC-Halsted	06/12/2013	W	3385	2013-06-12	Summer	On Break
632365	40350	UIC-Halsted	06/13/2013	W	3837	2013-06-13	Summer	On Break
707963	40350	UIC-Halsted	06/14/2013	W	3482	2013-06-14	Summer	On Break
704861	40350	UIC-Halsted	06/15/2013	A	1885	2013-06-15	Summer	On Break
395318	40350	UIC-Halsted	06/16/2013	U	1403	2013-06-16	Summer	On Break
362463	40350	UIC-Halsted	06/17/2013	W	3842	2013-06-17	Summer	On Break
354670	40350	UIC-Halsted	06/18/2013	W	4017	2013-06-18	Summer	On Break
559938	40350	UIC-Halsted	06/19/2013	W	3950	2013-06-19	Summer	On Break
754312	40350	UIC-Halsted	06/20/2013	W	4076	2013-06-20	Summer	On Break
377105	40350	UIC-Halsted	06/21/2013	W	3848	2013-06-21	Summer	On Break
533718	40350	UIC-Halsted	06/22/2013	A	1984	2013-06-22	Summer	On Break
426780	40350	UIC-Halsted	06/23/2013	U	1639	2013-06-23	Summer	On Break
674174	40350	UIC-Halsted	06/24/2013	W	4208	2013-06-24	Summer	On Break
335527	40350	UIC-Halsted	06/25/2013	W	3982	2013-06-25	Summer	On Break
679949	40350	UIC-Halsted	06/26/2013	W	4217	2013-06-26	Summer	On Break
906904	40350	UIC-Halsted	06/27/2013	W	4214	2013-06-27	Summer	On Break
198849	40350	UIC-Halsted	06/28/2013	W	4685	2013-06-28	Summer	On Break
410828	40350	UIC-Halsted	06/29/2013	A	1845	2013-06-29	Summer	On Break
641812	40350	UIC-Halsted	06/30/2013	U	1820	2013-06-30	Summer	On Break
244136	40350	UIC-Halsted	07/01/2013	W	4176	2013-07-01	Summer	On Break
538971	40350	UIC-Halsted	07/02/2013	W	4038	2013-07-02	Summer	On Break
501013	40350	UIC-Halsted	07/03/2013	W	4204	2013-07-03	Summer	On Break
785578	40350	UIC-Halsted	07/04/2013	U	1939	2013-07-04	Summer	On Break
325143	40350	UIC-Halsted	07/05/2013	W	2885	2013-07-05	Summer	On Break
173573	40350	UIC-Halsted	07/06/2013	A	1912	2013-07-06	Summer	On Break
304720	40350	UIC-Halsted	07/07/2013	U	1601	2013-07-07	Summer	On Break
157212	40350	UIC-Halsted	07/08/2013	W	4241	2013-07-08	Summer	On Break
860176	40350	UIC-Halsted	07/09/2013	W	4175	2013-07-09	Summer	On Break
190329	40350	UIC-Halsted	07/10/2013	W	4572	2013-07-10	Summer	On Break
804601	40350	UIC-Halsted	07/11/2013	W	4678	2013-07-11	Summer	On Break
425851	40350	UIC-Halsted	07/12/2013	W	4237	2013-07-12	Summer	On Break
820826	40350	UIC-Halsted	07/13/2013	A	2234	2013-07-13	Summer	On Break
157071	40350	UIC-Halsted	07/14/2013	U	1642	2013-07-14	Summer	On Break
373406	40350	UIC-Halsted	07/15/2013	W	4192	2013-07-15	Summer	On Break
1000857	40350	UIC-Halsted	07/16/2013	W	4213	2013-07-16	Summer	On Break
305949	40350	UIC-Halsted	07/17/2013	W	4353	2013-07-17	Summer	On Break
973995	40350	UIC-Halsted	07/18/2013	W	4454	2013-07-18	Summer	On Break
495493	40350	UIC-Halsted	07/19/2013	W	4015	2013-07-19	Summer	On Break
672087	40350	UIC-Halsted	07/20/2013	A	2076	2013-07-20	Summer	On Break
965010	40350	UIC-Halsted	07/21/2013	U	1729	2013-07-21	Summer	On Break
891323	40350	UIC-Halsted	07/22/2013	W	4292	2013-07-22	Summer	On Break
1005638	40350	UIC-Halsted	07/23/2013	W	4090	2013-07-23	Summer	On Break
248215	40350	UIC-Halsted	07/24/2013	W	4395	2013-07-24	Summer	On Break
871812	40350	UIC-Halsted	07/25/2013	W	4276	2013-07-25	Summer	On Break
336259	40350	UIC-Halsted	07/26/2013	W	3934	2013-07-26	Summer	On Break
571164	40350	UIC-Halsted	07/27/2013	A	2185	2013-07-27	Summer	On Break
325394	40350	UIC-Halsted	07/28/2013	U	1560	2013-07-28	Summer	On Break
342183	40350	UIC-Halsted	07/29/2013	W	3951	2013-07-29	Summer	On Break
425045	40350	UIC-Halsted	07/30/2013	W	3963	2013-07-30	Summer	On Break
250624	40350	UIC-Halsted	07/31/2013	W	4059	2013-07-31	Summer	On Break
902172	40350	UIC-Halsted	08/01/2013	W	3932	2013-08-01	Summer	On Break
806556	40350	UIC-Halsted	08/02/2013	W	3894	2013-08-02	Summer	On Break
614151	40350	UIC-Halsted	08/03/2013	A	2095	2013-08-03	Summer	On Break
827166	40350	UIC-Halsted	08/04/2013	U	1669	2013-08-04	Summer	On Break
754115	40350	UIC-Halsted	08/05/2013	W	3650	2013-08-05	Summer	On Break
266492	40350	UIC-Halsted	08/06/2013	W	3848	2013-08-06	Summer	On Break
144483	40350	UIC-Halsted	08/07/2013	W	3678	2013-08-07	Summer	On Break
569744	40350	UIC-Halsted	08/08/2013	W	3535	2013-08-08	Summer	On Break
620955	40350	UIC-Halsted	08/09/2013	W	3679	2013-08-09	Summer	On Break
434205	40350	UIC-Halsted	08/10/2013	A	1908	2013-08-10	Summer	On Break
323639	40350	UIC-Halsted	08/11/2013	U	1507	2013-08-11	Summer	On Break
838829	40350	UIC-Halsted	08/12/2013	W	3176	2013-08-12	Summer	On Break
705701	40350	UIC-Halsted	08/13/2013	W	3408	2013-08-13	Summer	On Break
634340	40350	UIC-Halsted	08/14/2013	W	3420	2013-08-14	Summer	On Break
247149	40350	UIC-Halsted	08/15/2013	W	3179	2013-08-15	Summer	On Break
179523	40350	UIC-Halsted	08/16/2013	W	3431	2013-08-16	Summer	On Break
812884	40350	UIC-Halsted	08/17/2013	A	1920	2013-08-17	Summer	On Break
289211	40350	UIC-Halsted	08/18/2013	U	1502	2013-08-18	Summer	On Break
340222	40350	UIC-Halsted	08/19/2013	W	3457	2013-08-19	Summer	On Break
1012527	40350	UIC-Halsted	08/20/2013	W	3603	2013-08-20	Summer	On Break
681982	40350	UIC-Halsted	08/21/2013	W	4142	2013-08-21	Summer	On Break
796883	40350	UIC-Halsted	08/22/2013	W	4326	2013-08-22	Summer	On Break
573624	40350	UIC-Halsted	08/23/2013	W	4649	2013-08-23	Summer	On Break
304876	40350	UIC-Halsted	08/24/2013	A	3481	2013-08-24	Summer	On Break
539125	40350	UIC-Halsted	08/25/2013	U	2843	2013-08-25	Summer	On Break
210679	40350	UIC-Halsted	08/26/2013	W	7586	2013-08-26	Summer	On Break
965457	40350	UIC-Halsted	08/27/2013	W	7992	2013-08-27	Summer	On Break
503634	40350	UIC-Halsted	08/28/2013	W	8165	2013-08-28	Summer	On Break
715254	40350	UIC-Halsted	08/29/2013	W	8171	2013-08-29	Summer	On Break
643158	40350	UIC-Halsted	08/30/2013	W	7475	2013-08-30	Summer	On Break
658129	40350	UIC-Halsted	08/31/2013	A	2485	2013-08-31	Summer	On Break
755101	40350	UIC-Halsted	09/01/2013	U	1871	2013-09-01	Fall	In School
641138	40350	UIC-Halsted	09/02/2013	U	1593	2013-09-02	Fall	In School
367196	40350	UIC-Halsted	09/03/2013	W	7210	2013-09-03	Fall	In School
273921	40350	UIC-Halsted	09/04/2013	W	7377	2013-09-04	Fall	In School
861871	40350	UIC-Halsted	09/05/2013	W	7657	2013-09-05	Fall	In School
149992	40350	UIC-Halsted	09/06/2013	W	7032	2013-09-06	Fall	In School
917272	40350	UIC-Halsted	09/07/2013	A	2867	2013-09-07	Fall	In School
747660	40350	UIC-Halsted	09/08/2013	U	1826	2013-09-08	Fall	In School
577477	40350	UIC-Halsted	09/09/2013	W	7127	2013-09-09	Fall	In School
403299	40350	UIC-Halsted	09/10/2013	W	7152	2013-09-10	Fall	In School
859798	40350	UIC-Halsted	09/11/2013	W	7273	2013-09-11	Fall	In School
814740	40350	UIC-Halsted	09/12/2013	W	7247	2013-09-12	Fall	In School
342786	40350	UIC-Halsted	09/13/2013	W	7245	2013-09-13	Fall	In School
258724	40350	UIC-Halsted	09/14/2013	A	2845	2013-09-14	Fall	In School
675736	40350	UIC-Halsted	09/15/2013	U	1850	2013-09-15	Fall	In School
757009	40350	UIC-Halsted	09/16/2013	W	7079	2013-09-16	Fall	In School
467621	40350	UIC-Halsted	09/17/2013	W	7169	2013-09-17	Fall	In School
303315	40350	UIC-Halsted	09/18/2013	W	6960	2013-09-18	Fall	In School
597595	40350	UIC-Halsted	09/19/2013	W	6651	2013-09-19	Fall	In School
391394	40350	UIC-Halsted	09/20/2013	W	6716	2013-09-20	Fall	In School
208526	40350	UIC-Halsted	09/21/2013	A	2518	2013-09-21	Fall	In School
421430	40350	UIC-Halsted	09/22/2013	U	1752	2013-09-22	Fall	In School
689994	40350	UIC-Halsted	09/23/2013	W	6825	2013-09-23	Fall	In School
844325	40350	UIC-Halsted	09/24/2013	W	8228	2013-09-24	Fall	In School
297565	40350	UIC-Halsted	09/25/2013	W	8149	2013-09-25	Fall	In School
416648	40350	UIC-Halsted	09/26/2013	W	8066	2013-09-26	Fall	In School
514058	40350	UIC-Halsted	09/27/2013	W	8022	2013-09-27	Fall	In School
988299	40350	UIC-Halsted	09/28/2013	A	2822	2013-09-28	Fall	In School
828925	40350	UIC-Halsted	09/29/2013	U	2121	2013-09-29	Fall	In School
252262	40350	UIC-Halsted	09/30/2013	W	7564	2013-09-30	Fall	In School
274981	40350	UIC-Halsted	10/01/2013	W	7997	2013-10-01	Fall	In School
912715	40350	UIC-Halsted	10/02/2013	W	8358	2013-10-02	Fall	In School
644824	40350	UIC-Halsted	10/03/2013	W	8261	2013-10-03	Fall	In School
148710	40350	UIC-Halsted	10/04/2013	W	8161	2013-10-04	Fall	In School
168337	40350	UIC-Halsted	10/05/2013	A	3015	2013-10-05	Fall	In School
854004	40350	UIC-Halsted	10/06/2013	U	1929	2013-10-06	Fall	In School
668123	40350	UIC-Halsted	10/07/2013	W	8120	2013-10-07	Fall	In School
207268	40350	UIC-Halsted	10/08/2013	W	8226	2013-10-08	Fall	In School
811236	40350	UIC-Halsted	10/09/2013	W	8272	2013-10-09	Fall	In School
840719	40350	UIC-Halsted	10/10/2013	W	8267	2013-10-10	Fall	In School
434088	40350	UIC-Halsted	10/11/2013	W	8014	2013-10-11	Fall	In School
415680	40350	UIC-Halsted	10/12/2013	A	3278	2013-10-12	Fall	In School
221996	40350	UIC-Halsted	10/13/2013	U	6927	2013-10-13	Fall	In School
446586	40350	UIC-Halsted	10/14/2013	W	7900	2013-10-14	Fall	In School
996990	40350	UIC-Halsted	10/15/2013	W	8105	2013-10-15	Fall	In School
626053	40350	UIC-Halsted	10/16/2013	W	8155	2013-10-16	Fall	In School
724986	40350	UIC-Halsted	10/17/2013	W	8242	2013-10-17	Fall	In School
545320	40350	UIC-Halsted	10/18/2013	W	7780	2013-10-18	Fall	In School
460654	40350	UIC-Halsted	10/19/2013	A	2901	2013-10-19	Fall	In School
650570	40350	UIC-Halsted	10/20/2013	U	2065	2013-10-20	Fall	In School
635306	40350	UIC-Halsted	10/21/2013	W	8039	2013-10-21	Fall	In School
537484	40350	UIC-Halsted	10/22/2013	W	8096	2013-10-22	Fall	In School
680741	40350	UIC-Halsted	10/23/2013	W	8269	2013-10-23	Fall	In School
203221	40350	UIC-Halsted	10/24/2013	W	8213	2013-10-24	Fall	In School
620109	40350	UIC-Halsted	10/25/2013	W	7935	2013-10-25	Fall	In School
882598	40350	UIC-Halsted	10/26/2013	A	2756	2013-10-26	Fall	In School
370855	40350	UIC-Halsted	10/27/2013	U	1912	2013-10-27	Fall	In School
668178	40350	UIC-Halsted	10/28/2013	W	7944	2013-10-28	Fall	In School
287633	40350	UIC-Halsted	10/29/2013	W	7956	2013-10-29	Fall	In School
982406	40350	UIC-Halsted	10/30/2013	W	8163	2013-10-30	Fall	In School
509543	40350	UIC-Halsted	10/31/2013	W	8252	2013-10-31	Fall	In School
555635	40350	UIC-Halsted	11/01/2013	W	7832	2013-11-01	Fall	In School
440293	40350	UIC-Halsted	11/02/2013	A	2837	2013-11-02	Fall	In School
169826	40350	UIC-Halsted	11/03/2013	U	2306	2013-11-03	Fall	In School
881486	40350	UIC-Halsted	11/04/2013	W	8091	2013-11-04	Fall	In School
489489	40350	UIC-Halsted	11/05/2013	W	7912	2013-11-05	Fall	In School
712131	40350	UIC-Halsted	11/06/2013	W	8291	2013-11-06	Fall	In School
143828	40350	UIC-Halsted	11/07/2013	W	7869	2013-11-07	Fall	In School
267255	40350	UIC-Halsted	11/08/2013	W	7765	2013-11-08	Fall	In School
181077	40350	UIC-Halsted	11/09/2013	A	3033	2013-11-09	Fall	In School
987706	40350	UIC-Halsted	11/10/2013	U	1989	2013-11-10	Fall	In School
820471	40350	UIC-Halsted	11/11/2013	W	7589	2013-11-11	Fall	In School
706180	40350	UIC-Halsted	11/12/2013	W	8364	2013-11-12	Fall	In School
671430	40350	UIC-Halsted	11/13/2013	W	7650	2013-11-13	Fall	In School
866368	40350	UIC-Halsted	11/14/2013	W	8072	2013-11-14	Fall	In School
958594	40350	UIC-Halsted	11/15/2013	W	7407	2013-11-15	Fall	In School
844372	40350	UIC-Halsted	11/16/2013	A	2975	2013-11-16	Fall	In School
520727	40350	UIC-Halsted	11/17/2013	U	1817	2013-11-17	Fall	In School
759502	40350	UIC-Halsted	11/18/2013	W	7750	2013-11-18	Fall	In School
767236	40350	UIC-Halsted	11/19/2013	W	7874	2013-11-19	Fall	In School
555508	40350	UIC-Halsted	11/20/2013	W	8387	2013-11-20	Fall	In School
369125	40350	UIC-Halsted	11/21/2013	W	8059	2013-11-21	Fall	In School
459761	40350	UIC-Halsted	11/22/2013	W	7820	2013-11-22	Fall	In School
957470	40350	UIC-Halsted	11/23/2013	A	2925	2013-11-23	Fall	In School
278426	40350	UIC-Halsted	11/24/2013	U	1845	2013-11-24	Fall	In School
606975	40350	UIC-Halsted	11/25/2013	W	7519	2013-11-25	Fall	In School
827896	40350	UIC-Halsted	11/26/2013	W	7667	2013-11-26	Fall	In School
471357	40350	UIC-Halsted	11/27/2013	W	6583	2013-11-27	Fall	In School
458532	40350	UIC-Halsted	11/28/2013	U	1021	2013-11-28	Fall	In School
717698	40350	UIC-Halsted	11/29/2013	W	1725	2013-11-29	Fall	In School
303626	40350	UIC-Halsted	11/30/2013	A	1494	2013-11-30	Fall	In School
753393	40350	UIC-Halsted	12/01/2013	U	1421	2013-12-01	Winter	On Break
928192	40350	UIC-Halsted	12/02/2013	W	7480	2013-12-02	Winter	On Break
781761	40350	UIC-Halsted	12/03/2013	W	7533	2013-12-03	Winter	On Break
827751	40350	UIC-Halsted	12/04/2013	W	7830	2013-12-04	Winter	On Break
918797	40350	UIC-Halsted	12/05/2013	W	7556	2013-12-05	Winter	On Break
943466	40350	UIC-Halsted	12/06/2013	W	7190	2013-12-06	Winter	On Break
906915	40350	UIC-Halsted	12/07/2013	A	2414	2013-12-07	Winter	On Break
902924	40350	UIC-Halsted	12/08/2013	U	1634	2013-12-08	Winter	On Break
252543	40350	UIC-Halsted	12/09/2013	W	5846	2013-12-09	Winter	On Break
917811	40350	UIC-Halsted	12/10/2013	W	5686	2013-12-10	Winter	On Break
975090	40350	UIC-Halsted	12/11/2013	W	6303	2013-12-11	Winter	On Break
362882	40350	UIC-Halsted	12/12/2013	W	5603	2013-12-12	Winter	On Break
432763	40350	UIC-Halsted	12/13/2013	W	5222	2013-12-13	Winter	On Break
458612	40350	UIC-Halsted	12/14/2013	A	2158	2013-12-14	Winter	On Break
231243	40350	UIC-Halsted	12/15/2013	U	1302	2013-12-15	Winter	On Break
952469	40350	UIC-Halsted	12/16/2013	W	3304	2013-12-16	Winter	On Break
912201	40350	UIC-Halsted	12/17/2013	W	3479	2013-12-17	Winter	On Break
662957	40350	UIC-Halsted	12/18/2013	W	3343	2013-12-18	Winter	On Break
410743	40350	UIC-Halsted	12/19/2013	W	3093	2013-12-19	Winter	On Break
893716	40350	UIC-Halsted	12/20/2013	W	3070	2013-12-20	Winter	On Break
553787	40350	UIC-Halsted	12/21/2013	A	1519	2013-12-21	Winter	On Break
733059	40350	UIC-Halsted	12/22/2013	U	1091	2013-12-22	Winter	On Break
174666	40350	UIC-Halsted	12/23/2013	W	1847	2013-12-23	Winter	On Break
435860	40350	UIC-Halsted	12/24/2013	W	957	2013-12-24	Winter	On Break
776931	40350	UIC-Halsted	12/25/2013	U	374	2013-12-25	Winter	On Break
488681	40350	UIC-Halsted	12/26/2013	W	1357	2013-12-26	Winter	On Break
1010588	40350	UIC-Halsted	12/27/2013	W	1735	2013-12-27	Winter	On Break
342683	40350	UIC-Halsted	12/28/2013	A	1281	2013-12-28	Winter	On Break
489970	40350	UIC-Halsted	12/29/2013	U	950	2013-12-29	Winter	On Break
242681	40350	UIC-Halsted	12/30/2013	W	1800	2013-12-30	Winter	On Break
908982	40350	UIC-Halsted	12/31/2013	W	1934	2013-12-31	Winter	On Break
917036	40350	UIC-Halsted	01/01/2014	U	971	2014-01-01	Winter	In School
641201	40350	UIC-Halsted	01/02/2014	W	2223	2014-01-02	Winter	In School
391647	40350	UIC-Halsted	01/03/2014	W	2268	2014-01-03	Winter	In School
783237	40350	UIC-Halsted	01/04/2014	A	1257	2014-01-04	Winter	In School
349909	40350	UIC-Halsted	01/05/2014	U	871	2014-01-05	Winter	In School
972921	40350	UIC-Halsted	01/06/2014	W	920	2014-01-06	Winter	In School
246880	40350	UIC-Halsted	01/07/2014	W	1925	2014-01-07	Winter	In School
613944	40350	UIC-Halsted	01/08/2014	W	3180	2014-01-08	Winter	In School
165794	40350	UIC-Halsted	01/09/2014	W	3284	2014-01-09	Winter	In School
169709	40350	UIC-Halsted	01/10/2014	W	3531	2014-01-10	Winter	In School
886855	40350	UIC-Halsted	01/11/2014	A	1918	2014-01-11	Winter	In School
331717	40350	UIC-Halsted	01/12/2014	U	1611	2014-01-12	Winter	In School
605996	40350	UIC-Halsted	01/13/2014	W	7760	2014-01-13	Winter	In School
991662	40350	UIC-Halsted	01/14/2014	W	7653	2014-01-14	Winter	In School
921019	40350	UIC-Halsted	01/15/2014	W	7625	2014-01-15	Winter	In School
809798	40350	UIC-Halsted	01/16/2014	W	7524	2014-01-16	Winter	In School
150998	40350	UIC-Halsted	01/17/2014	W	7129	2014-01-17	Winter	In School
925079	40350	UIC-Halsted	01/18/2014	A	2306	2014-01-18	Winter	In School
322008	40350	UIC-Halsted	01/19/2014	U	1673	2014-01-19	Winter	In School
380625	40350	UIC-Halsted	01/20/2014	W	2489	2014-01-20	Winter	In School
254593	40350	UIC-Halsted	01/21/2014	W	7373	2014-01-21	Winter	In School
913023	40350	UIC-Halsted	01/22/2014	W	7559	2014-01-22	Winter	In School
272276	40350	UIC-Halsted	01/23/2014	W	7420	2014-01-23	Winter	In School
786532	40350	UIC-Halsted	01/24/2014	W	6823	2014-01-24	Winter	In School
543924	40350	UIC-Halsted	01/25/2014	A	2183	2014-01-25	Winter	In School
937688	40350	UIC-Halsted	01/26/2014	U	1489	2014-01-26	Winter	In School
315123	40350	UIC-Halsted	01/27/2014	W	4242	2014-01-27	Winter	In School
982065	40350	UIC-Halsted	01/28/2014	W	4589	2014-01-28	Winter	In School
326840	40350	UIC-Halsted	01/29/2014	W	7383	2014-01-29	Winter	In School
708638	40350	UIC-Halsted	01/30/2014	W	7557	2014-01-30	Winter	In School
1008780	40350	UIC-Halsted	01/31/2014	W	7068	2014-01-31	Winter	In School
818699	40350	UIC-Halsted	02/01/2014	A	2206	2014-02-01	Winter	In School
397336	40350	UIC-Halsted	02/02/2014	U	1431	2014-02-02	Winter	In School
783332	40350	UIC-Halsted	02/03/2014	W	7290	2014-02-03	Winter	In School
717417	40350	UIC-Halsted	02/04/2014	W	7352	2014-02-04	Winter	In School
417988	40350	UIC-Halsted	02/05/2014	W	7349	2014-02-05	Winter	In School
714204	40350	UIC-Halsted	02/06/2014	W	7546	2014-02-06	Winter	In School
429044	40350	UIC-Halsted	02/07/2014	W	6973	2014-02-07	Winter	In School
825751	40350	UIC-Halsted	02/08/2014	A	2349	2014-02-08	Winter	In School
890024	40350	UIC-Halsted	02/09/2014	U	1654	2014-02-09	Winter	In School
394317	40350	UIC-Halsted	02/10/2014	W	7092	2014-02-10	Winter	In School
459764	40350	UIC-Halsted	02/11/2014	W	7493	2014-02-11	Winter	In School
542578	40350	UIC-Halsted	02/12/2014	W	7541	2014-02-12	Winter	In School
640650	40350	UIC-Halsted	02/13/2014	W	7596	2014-02-13	Winter	In School
805846	40350	UIC-Halsted	02/14/2014	W	7188	2014-02-14	Winter	In School
910310	40350	UIC-Halsted	02/15/2014	A	2548	2014-02-15	Winter	In School
435712	40350	UIC-Halsted	02/16/2014	U	1710	2014-02-16	Winter	In School
377107	40350	UIC-Halsted	02/17/2014	W	6904	2014-02-17	Winter	In School
676416	40350	UIC-Halsted	02/18/2014	W	6304	2014-02-18	Winter	In School
342734	40350	UIC-Halsted	02/19/2014	W	6067	2014-02-19	Winter	In School
575808	40350	UIC-Halsted	02/20/2014	W	7594	2014-02-20	Winter	In School
646866	40350	UIC-Halsted	02/21/2014	W	7210	2014-02-21	Winter	In School
278994	40350	UIC-Halsted	02/22/2014	A	2616	2014-02-22	Winter	In School
471664	40350	UIC-Halsted	02/23/2014	U	1590	2014-02-23	Winter	In School
600971	40350	UIC-Halsted	02/24/2014	W	7131	2014-02-24	Winter	In School
341137	40350	UIC-Halsted	02/25/2014	W	7287	2014-02-25	Winter	In School
707254	40350	UIC-Halsted	02/26/2014	W	7370	2014-02-26	Winter	In School
429521	40350	UIC-Halsted	02/27/2014	W	7116	2014-02-27	Winter	In School
259048	40350	UIC-Halsted	02/28/2014	W	6935	2014-02-28	Winter	In School
193497	40350	UIC-Halsted	03/01/2014	A	2327	2014-03-01	Spring	In School
231095	40350	UIC-Halsted	03/02/2014	U	1520	2014-03-02	Spring	In School
142966	40350	UIC-Halsted	03/03/2014	W	7005	2014-03-03	Spring	In School
336172	40350	UIC-Halsted	03/04/2014	W	7447	2014-03-04	Spring	In School
580041	40350	UIC-Halsted	03/05/2014	W	7639	2014-03-05	Spring	In School
459931	40350	UIC-Halsted	03/06/2014	W	7594	2014-03-06	Spring	In School
769339	40350	UIC-Halsted	03/07/2014	W	7144	2014-03-07	Spring	In School
997481	40350	UIC-Halsted	03/08/2014	A	2598	2014-03-08	Spring	In School
215456	40350	UIC-Halsted	03/09/2014	U	1674	2014-03-09	Spring	In School
775628	40350	UIC-Halsted	03/10/2014	W	7296	2014-03-10	Spring	In School
523298	40350	UIC-Halsted	03/11/2014	W	7474	2014-03-11	Spring	In School
339466	40350	UIC-Halsted	03/12/2014	W	7302	2014-03-12	Spring	In School
555527	40350	UIC-Halsted	03/13/2014	W	7575	2014-03-13	Spring	In School
976995	40350	UIC-Halsted	03/14/2014	W	7580	2014-03-14	Spring	In School
290565	40350	UIC-Halsted	03/15/2014	A	3860	2014-03-15	Spring	In School
842931	40350	UIC-Halsted	03/16/2014	U	1818	2014-03-16	Spring	In School
967133	40350	UIC-Halsted	03/17/2014	W	7217	2014-03-17	Spring	In School
695039	40350	UIC-Halsted	03/18/2014	W	7480	2014-03-18	Spring	In School
777926	40350	UIC-Halsted	03/19/2014	W	7547	2014-03-19	Spring	In School
184126	40350	UIC-Halsted	03/20/2014	W	7642	2014-03-20	Spring	In School
352641	40350	UIC-Halsted	03/21/2014	W	6982	2014-03-21	Spring	In School
573852	40350	UIC-Halsted	03/22/2014	A	2139	2014-03-22	Spring	In School
215781	40350	UIC-Halsted	03/23/2014	U	1388	2014-03-23	Spring	In School
753056	40350	UIC-Halsted	03/24/2014	W	3326	2014-03-24	Spring	In School
465256	40350	UIC-Halsted	03/25/2014	W	3424	2014-03-25	Spring	In School
792196	40350	UIC-Halsted	03/26/2014	W	3480	2014-03-26	Spring	In School
571272	40350	UIC-Halsted	03/27/2014	W	3273	2014-03-27	Spring	In School
956178	40350	UIC-Halsted	03/28/2014	W	3351	2014-03-28	Spring	In School
257213	40350	UIC-Halsted	03/29/2014	A	1867	2014-03-29	Spring	In School
158975	40350	UIC-Halsted	03/30/2014	U	1996	2014-03-30	Spring	In School
766548	40350	UIC-Halsted	03/31/2014	W	7058	2014-03-31	Spring	In School
685433	40350	UIC-Halsted	04/01/2014	W	7104	2014-04-01	Spring	In School
695937	40350	UIC-Halsted	04/02/2014	W	7302	2014-04-02	Spring	In School
920305	40350	UIC-Halsted	04/03/2014	W	7021	2014-04-03	Spring	In School
892082	40350	UIC-Halsted	04/04/2014	W	6996	2014-04-04	Spring	In School
633273	40350	UIC-Halsted	04/05/2014	A	2528	2014-04-05	Spring	In School
748288	40350	UIC-Halsted	04/06/2014	U	1705	2014-04-06	Spring	In School
